Pred_0,Pred_1,Pred_2,Pred_3,Pred_4,Pred_5,Pred_6,Pred_7,Pred_8,Pred_9,Pred_10,Pred_11,Pred_12,Pred_13,Pred_14,Pred_15,Pred_16,Pred_17,Pred_18,Pred_19,Pred_20,Pred_21,Pred_22,Pred_23,Pred_24,Pred_25,Pred_26,Pred_27,Pred_28,Pred_29,Pred_30,Pred_31,Pred_32,Pred_33,Pred_34,Pred_35,Pred_36,Pred_37,Pred_38,Pred_39,Pred_40,Pred_41,Pred_42,Pred_43,Pred_44,Pred_45,Pred_46,Pred_47,Pred_48,Pred_49,Pred_50,Pred_51,Pred_52,Pred_53,Actual_0,Actual_1,Actual_2,Actual_3,Actual_4,Actual_5,Actual_6,Actual_7,Actual_8,Actual_9,Actual_10,Actual_11,Actual_12,Actual_13,Actual_14,Actual_15,Actual_16,Actual_17,Actual_18,Actual_19,Actual_20,Actual_21,Actual_22,Actual_23,Actual_24,Actual_25,Actual_26,Actual_27,Actual_28,Actual_29,Actual_30,Actual_31,Actual_32,Actual_33,Actual_34,Actual_35,Actual_36,Actual_37,Actual_38,Actual_39,Actual_40,Actual_41,Actual_42,Actual_43,Actual_44,Actual_45,Actual_46,Actual_47,Actual_48,Actual_49,Actual_50,Actual_51,Actual_52,Actual_53,Adjust_0,Adjust_1,Adjust_2,Adjust_3,Adjust_4,Adjust_5,Adjust_6,Adjust_7,Adjust_8,Adjust_9,Adjust_10,Adjust_11,Adjust_12,Adjust_13,Adjust_14,Adjust_15,Adjust_16,Adjust_17,Adjust_18,Adjust_19,Adjust_20,Adjust_21,Adjust_22,Adjust_23,Adjust_24,Adjust_25,Adjust_26,Adjust_27,Adjust_28,Adjust_29,Adjust_30,Adjust_31,Adjust_32,Adjust_33,Adjust_34,Adjust_35,Adjust_36,Adjust_37,Adjust_38,Adjust_39,Adjust_40,Adjust_41,Adjust_42,Adjust_43,Adjust_44,Adjust_45,Adjust_46,Adjust_47,Adjust_48,Adjust_49,Adjust_50,Adjust_51,Adjust_52,Adjust_53,Pred_Sum,Actual_Sum,Adjust_Sum,Pred_Cost_Sum,Actual_Cost_Sum,Adjust_Cost_Sum
0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,1.66,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,43.7,0,0,0,0,39.33,0,0,0,0,0,0,0,491.97,92.93,0,0,0,0,240.52,343.28,0,0,0,0,0,0,0,20.77,223.03,52.48,0,0,169.46,174.92,0,427.47,428.56,564.56,0,0,0,0,0,0,521.48,0,0,663.61,0,0,0,0,275.5,43.73,0,0,0,0,39.36,0,0,0,0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,0,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81317,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,46.493934,0,0,0,0,39.33,0,0,0,4772.48,4773.61,4773.61,121515.06,121566.18,121567.14
0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,1.66,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,43.7,0,0,0,0,39.33,0,0,0,0,0,0,0,492.15,92.96,0,0,0,0,240.61,343.41,0,0,0,0,0,0,0,20.78,223.11,52.5,0,0,169.52,174.99,0,427.62,428.71,564.77,0,0,0,0,0,0,521.67,0,0,663.85,0,0,0,0,275.6,43.75,0,0,0,0,39.37,0,0,0,0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,0,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,48.233934,0,0,0,0,39.33,0,0,0,4772.48,4775.35,4775.35,121515.06,121620,121622.54
0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,1.66,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,43.7,0,0,0,0,39.33,0,0,0,0,0,0,0,492.3,92.99,0,0,0,0,240.68,343.52,0,0,0,0,0,0,0,20.79,223.18,52.51,0,0,169.57,175.04,0,427.76,428.85,564.94,0,0,0,0,0,0,521.84,0,0,664.06,0,0,0,0,275.69,43.76,0,0,0,0,39.38,0,0,0,0,0,0,0,491.68,92.87,0,0,0,0,240.38,343.08,0,0,0,0,0,0,0,20.76,222.9,52.45,0,0,169.36,174.81,0,427.22,428.32,564.25,0,0,0,0,0,0,521.17,0,0,663.2,0,0,0,0,275.33,49.733934,0,0,0,0,39.33,0,0,0,4772.48,4776.85,4776.85,121515.06,121666.41,121670.91
0,0,0,0,492.86,93.09,0,0,0,0,240.96,343.9,0,1.78,0,0,0,0,0,20.81,223.43,52.57,0,0,169.76,175.25,0,428.26,429.35,565.61,0,0,0,0,0,0,522.43,0,0,664.81,0,0,0,0,276,43.81,0,0,0,0,39.43,0,0,0,0,0,0,0,493.38,93.19,0,0,0,0,241.21,344.27,0,0,0,0,0,0,0,20.83,223.66,52.63,0,0,169.94,175.42,0,428.69,429.79,566.18,0,0,0,0,0,0,522.98,0,0,665.51,0,0,0,0,276.29,43.86,0,0,0,0,39.47,0,0,0,0,0,0,0,492.86,98.043207,0,0,0,0,240.96,343.9,0,0,0,0,0,0,0,20.81,223.43,52.57,0,0,169.76,175.25,0,428.26,429.35,565.61,0,0,0,0,0,0,522.43,0,0,664.81,0,0,0,0,276,43.81,0,0,0,0,39.43,0,0,0,4784.12,4787.29,4787.29,121874.1,121989.55,121990.96
0,0,0,0,492.86,93.09,0,0,0,0,240.96,343.9,0,1.78,0,0,0,0,0,20.81,223.43,52.57,0,0,169.76,175.25,0,428.26,429.35,565.61,0,0,0,0,0,0,522.43,0,0,664.81,0,0,0,0,276,43.81,0,0,0,0,39.43,0,0,0,0,0,0,0,493.42,93.2,0,0,0,0,241.23,344.3,0,0,0,0,0,0,0,20.83,223.68,52.63,0,0,169.95,175.44,0,428.73,429.82,566.22,0,0,0,0,0,0,523.02,0,0,665.56,0,0,0,0,276.31,43.86,0,0,0,0,39.47,0,0,0,0,0,0,0,492.86,98.433207,0,0,0,0,240.96,343.9,0,0,0,0,0,0,0,20.81,223.43,52.57,0,0,169.76,175.25,0,428.26,429.35,565.61,0,0,0,0,0,0,522.43,0,0,664.81,0,0,0,0,276,43.81,0,0,0,0,39.43,0,0,0,4784.12,4787.68,4787.68,121874.1,122001.62,122003.27
0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,1.6,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,429.9,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,0,0,0,0,494.46,93.4,0,0,0,0,241.74,345.03,0,0,0,0,0,0,0,20.88,224.16,52.74,0,0,170.32,175.81,0,429.63,430.73,567.42,0,0,0,0,0,0,524.13,0,0,666.97,0,0,0,0,276.9,43.95,0,0,0,0,39.56,0,0,0,0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,0,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,429.9,431.01,564.758307,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,4802.47,4797.83,4797.83,122444.17,122316.04,122316.11
0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,1.6,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,429.9,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,0,0,0,0,495.55,93.6,0,0,0,0,242.27,345.78,0,0,0,0,0,0,0,20.92,224.65,52.86,0,0,170.69,176.2,0,430.58,431.68,568.67,0,0,0,0,0,0,525.28,0,0,668.44,0,0,0,0,277.51,44.05,0,0,0,0,39.64,0,0,0,0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,0,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,437.396447,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,4802.47,4808.37,4808.37,122444.17,122642.78,122643.43
0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,1.6,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,429.9,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,0,0,0,0,495.36,93.57,0,0,0,0,242.17,345.65,0,0,0,0,0,0,0,20.91,224.56,52.84,0,0,170.62,176.13,0,430.41,431.51,568.45,0,0,0,0,0,0,525.08,0,0,668.18,0,0,0,0,277.4,44.03,0,0,0,0,39.63,0,0,0,0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,0,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,435.52,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,4802.47,4806.49,4806.49,122444.17,122584.48,122584.84
0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,1.6,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,429.9,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,0,0,0,0,495.88,93.67,0,0,0,0,242.43,346.02,0,0,0,0,0,0,0,20.94,224.8,52.89,0,0,170.8,176.31,0,430.87,431.97,569.05,0,0,0,0,0,0,525.63,0,0,668.89,0,0,0,0,277.69,44.08,0,0,0,0,39.67,0,0,0,0,0,0,0,494.78,93.46,0,0,0,0,241.89,345.25,0,0,0,0,0,0,0,20.89,224.3,52.78,0,0,170.42,175.92,0,440.616447,431.01,567.8,0,0,0,0,0,0,524.45,0,0,667.38,0,0,0,0,277.07,43.98,0,0,0,0,39.58,0,0,0,4802.47,4811.59,4811.59,122444.17,122742.65,122743.98
0,0,0,0,498.71,94.2,0,0,0,0,243.81,347.96,0,2.76,0,0,0,0,0,21.06,226.08,53.19,0,0,171.77,177.32,0,433.31,434.43,572.27,0,0,0,0,0,0,528.61,0,0,672.66,0,0,0,0,279.26,44.33,0,0,0,0,39.9,0,0,0,0,0,0,0,498.66,94.19,0,0,0,0,243.79,347.95,0,0,0,0,0,0,0,21.05,226.06,53.19,0,0,171.76,177.3,0,433.28,434.39,572.24,0,0,0,0,0,0,528.58,0,0,672.63,0,0,0,0,279.25,44.33,0,0,0,0,39.89,0,0,0,0,0,0,0,498.381771,94.20025,0,0,0,0,243.81,347.96,0,0,0,0,0,0,0,21.06,226.08,53.19,0,0,171.77,177.32,0,433.31,434.43,572.27,0,0,0,0,0,0,528.61,0,0,672.66,0,0,0,0,279.26,44.33,0,0,0,0,39.9,0,0,0,4841.62,4838.53,4838.53,123649.98,123579.15,123579.15
0,0,0,0,500.16,94.47,0,0,0,0,244.51,348.99,0,1.96,0,0,0,0,0,21.12,226.73,53.35,0,0,172.26,177.83,0,434.58,435.7,573.95,0,0,0,0,0,0,530.15,0,0,674.67,0,0,0,0,280.09,44.46,0,0,0,0,40.01,0,0,0,0,0,0,0,500.51,94.54,0,0,0,0,244.69,349.24,0,0,0,0,0,0,0,21.13,226.9,53.39,0,0,172.4,177.96,0,434.89,436,574.36,0,0,0,0,0,0,530.54,0,0,675.13,0,0,0,0,280.29,44.49,0,0,0,0,40.04,0,0,0,0,0,0,0,500.16,94.47,0,0,0,0,244.51,348.99,0,0,0,0,0,0,0,21.12,226.73,53.35,0,0,175.732591,177.83,0,434.58,435.7,573.95,0,0,0,0,0,0,530.15,0,0,674.67,0,0,0,0,280.09,44.46,0,0,0,0,40.01,0,0,0,4854.98,4856.49,4856.49,124071.81,124137.74,124138.11
0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,2.17,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,437.21,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,44.62,0,0,0,0,40.15,0,0,0,0,0,0,0,501.65,94.76,0,0,0,0,245.25,350.04,0,0,0,0,0,0,0,21.18,227.41,53.51,0,0,172.79,178.36,0,435.87,436.99,575.67,0,0,0,0,0,0,531.74,0,0,676.66,0,0,0,0,280.92,44.59,0,0,0,0,40.13,0,0,0,0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,0,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,437.21,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,42.039977,0,0,0,0,40.15,0,0,0,4872.27,4867.52,4867.52,124608.29,124481.16,124481.98
0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,2.17,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,437.21,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,44.62,0,0,0,0,40.15,0,0,0,0,0,0,0,502.37,94.89,0,0,0,0,245.6,350.54,0,0,0,0,0,0,0,21.21,227.74,53.59,0,0,173.04,178.62,0,436.5,437.62,576.49,0,0,0,0,0,0,532.51,0,0,677.63,0,0,0,0,281.32,44.65,0,0,0,0,40.19,0,0,0,0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,0,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,441.612611,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,44.62,0,0,0,0,40.15,0,0,0,4872.27,4874.5,4874.5,124608.29,124698.62,124698.85
0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,2.17,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,437.21,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,44.62,0,0,0,0,40.15,0,0,0,0,0,0,0,502.65,94.94,0,0,0,0,245.74,350.74,0,0,0,0,0,0,0,21.22,227.87,53.62,0,0,173.13,178.72,0,436.75,437.86,576.82,0,0,0,0,0,0,532.81,0,0,678.01,0,0,0,0,281.48,44.68,0,0,0,0,40.21,0,0,0,0,0,0,0,501.91,94.81,0,0,0,0,245.37,350.22,0,0,0,0,0,0,0,21.19,227.53,53.54,0,0,172.88,178.46,0,436.12,444.362611,575.98,0,0,0,0,0,0,532.02,0,0,677.02,0,0,0,0,281.08,44.62,0,0,0,0,40.15,0,0,0,4872.27,4877.25,4877.25,124608.29,124784.33,124784.92
0,0,0,0,506.04,95.58,0,0,0,0,247.4,353.1,0,0,0,0,0,0,0,21.37,229.4,53.98,0,0,174.3,179.92,0,439.68,440.81,580.7,0,0,0,0,0,0,536.4,0,0,682.58,0,0,0,0,283.37,44.98,0,0,0,0,40.48,0,0,0,0,0,0,0,505.17,95.42,0,0,0,0,246.97,352.5,0,0,0,0,0,0,0,21.33,229.01,53.89,0,0,174,179.62,0,438.94,440.06,579.71,0,0,0,0,0,0,535.48,0,0,681.42,0,0,0,0,282.9,44.9,0,0,0,0,40.41,0,0,0,0,0,0,0,506.04,95.58,0,0,0,0,247.4,353.1,0,0,0,0,0,0,0,21.37,229.4,53.98,0,0,174.3,179.92,0,439.68,440.81,580.7,0,0,0,0,0,0,528.068048,0,0,682.58,0,0,0,0,283.37,44.98,0,0,0,0,40.48,0,0,0,4910.08,4901.75,4901.75,125808.99,125548.68,125549.33
0,0,0,0,506.04,95.58,0,0,0,0,247.4,353.1,0,0,0,0,0,0,0,21.37,229.4,53.98,0,0,174.3,179.92,0,439.68,440.81,580.7,0,0,0,0,0,0,536.4,0,0,682.58,0,0,0,0,283.37,44.98,0,0,0,0,40.48,0,0,0,0,0,0,0,506.63,95.7,0,0,0,0,247.69,353.51,0,0,0,0,0,0,0,21.39,229.67,54.04,0,0,174.51,180.13,0,440.2,441.33,581.38,0,0,0,0,0,0,537.02,0,0,683.38,0,0,0,0,283.71,45.03,0,0,0,0,40.53,0,0,0,0,0,0,0,506.04,95.58,0,0,0,0,247.4,353.1,0,0,0,0,0,0,0,21.37,229.4,53.98,0,0,180.081298,179.92,0,439.68,440.81,580.7,0,0,0,0,0,0,536.4,0,0,682.58,0,0,0,0,283.37,44.98,0,0,0,0,40.48,0,0,0,4910.08,4915.87,4915.87,125808.99,125989.82,125990.86
0,0,0,0,508.6,96.07,0,0,0,0,248.65,354.88,0,1.03,0,0,0,0,0,21.47,230.57,54.25,0,0,175.18,180.83,0,441.91,443.04,583.65,0,0,0,0,0,0,539.1,0,0,686.04,0,0,0,0,284.82,45.21,0,0,0,0,40.69,0,0,0,0,0,0,0,508.33,96.02,0,0,0,0,248.52,354.7,0,0,0,0,0,0,0,21.46,230.44,54.22,0,0,175.09,180.74,0,441.68,442.81,583.34,0,0,0,0,0,0,538.83,0,0,685.68,0,0,0,0,284.67,45.18,0,0,0,0,40.67,0,0,0,0,0,0,0,508.6,96.07,0,0,0,0,248.65,354.88,0,0,0,0,0,0,0,21.47,230.57,54.25,0,0,175.18,180.83,0,441.91,443.04,583.65,0,0,0,0,0,0,539.1,0,0,686.04,0,0,0,0,282.243006,45.21,0,0,0,0,40.69,0,0,0,4936,4932.39,4932.39,126608.6,126506.52,126506.65
0,0,0,0,508.6,96.07,0,0,0,0,248.65,354.88,0,1.03,0,0,0,0,0,21.47,230.57,54.25,0,0,175.18,180.83,0,441.91,443.04,583.65,0,0,0,0,0,0,539.1,0,0,686.04,0,0,0,0,284.82,45.21,0,0,0,0,40.69,0,0,0,0,0,0,0,509.29,96.2,0,0,0,0,248.99,355.37,0,0,0,0,0,0,0,21.5,230.88,54.32,0,0,175.42,181.08,0,442.52,443.65,584.44,0,0,0,0,0,0,539.85,0,0,686.97,0,0,0,0,285.2,45.27,0,0,0,0,40.74,0,0,0,0,0,0,0,508.6,96.07,0,0,0,0,248.65,361.612676,0,0,0,0,0,0,0,21.47,230.57,54.25,0,0,175.18,180.83,0,441.91,443.04,583.65,0,0,0,0,0,0,539.1,0,0,686.04,0,0,0,0,284.82,45.21,0,0,0,0,40.69,0,0,0,4936,4941.7,4941.7,126608.6,126797.99,126798.66
0,0,0,0,511.45,96.61,0,0,0,0,250.04,356.86,0,1.9,0,0,0,0,0,21.59,231.85,54.56,0,0,176.17,181.85,0,444.39,445.52,586.9,0,0,0,0,0,0,542.14,0,0,689.89,0,0,0,0,286.41,45.46,0,0,0,0,40.92,0,0,0,0,0,0,0,511.34,96.59,0,0,0,0,249.99,356.8,0,0,0,0,0,0,0,21.59,231.81,54.54,0,0,176.13,181.81,0,444.3,445.43,586.79,0,0,0,0,0,0,542.02,0,0,689.74,0,0,0,0,286.35,45.45,0,0,0,0,40.91,0,0,0,0,0,0,0,511.45,96.61,0,0,0,0,250.04,356.86,0,0,0,0,0,0,0,21.59,231.85,53.541157,0,0,176.17,181.85,0,444.39,445.52,586.9,0,0,0,0,0,0,542.14,0,0,689.89,0,0,0,0,286.41,45.46,0,0,0,0,40.92,0,0,0,4964.49,4961.57,4961.57,127493.16,127420.72,127420.83
0,0,0,0,512.97,96.89,0,0,0,0,250.78,357.96,0,1.14,0,0,0,0,0,21.66,232.54,54.72,0,0,176.69,182.38,0,445.72,446.87,588.66,0,0,0,0,0,0,543.74,0,0,691.92,0,0,0,0,287.24,45.6,0,0,0,0,41.04,0,0,0,0,0,0,0,513.52,97,0,0,0,0,251.06,358.33,0,0,0,0,0,0,0,21.68,232.8,54.78,0,0,176.88,182.59,0,446.2,447.34,589.3,0,0,0,0,0,0,544.33,0,0,692.68,0,0,0,0,287.57,45.65,0,0,0,0,41.08,0,0,0,0,0,0,0,512.97,96.89,0,0,0,0,250.78,357.96,0,0,0,0,0,0,0,21.66,232.54,54.72,0,0,176.69,182.38,0,445.72,446.87,588.66,0,0,0,0,0,0,543.74,0,0,691.92,0,0,0,0,292.634664,45.6,0,0,0,0,41.04,0,0,0,4978.52,4982.77,4982.77,127940.45,128086.13,128086.67
0,0,0,0,516.9,97.64,0,0,0,0,252.71,360.69,0,1.33,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,697.29,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,0,0,0,0,516.35,97.53,0,0,0,0,252.44,360.29,0,0,0,0,0,0,0,21.8,234.08,55.08,0,0,177.85,183.59,0,448.65,449.79,592.54,0,0,0,0,0,0,547.32,0,0,696.49,0,0,0,0,289.15,45.9,0,0,0,0,41.31,0,0,0,0,0,0,0,516.9,97.64,0,0,0,0,252.71,360.69,0,0,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,691.752268,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,5017.02,5010.15,5010.15,129149.2,128947.04,128947.26
0,0,0,0,514.35,97.16,0,0,0,0,251.46,358.9,0,1.69,0,0,0,0,0,21.72,233.17,54.86,0,0,177.16,182.88,0,446.91,448.05,590.24,0,0,0,0,0,0,545.18,0,0,693.77,0,0,0,0,288.02,45.72,0,0,0,0,41.15,0,0,0,0,0,0,0,515.19,97.31,0,0,0,0,251.87,359.49,0,0,0,0,0,0,0,21.75,233.55,54.95,0,0,177.45,183.18,0,447.64,448.79,591.21,0,0,0,0,0,0,546.1,0,0,694.93,0,0,0,0,288.51,45.79,0,0,0,0,41.22,0,0,0,0,0,0,0,514.35,97.16,0,0,0,0,251.46,358.9,0,0,0,0,0,0,0,21.72,233.17,54.86,0,0,185.385468,182.88,0,446.91,448.05,590.24,0,0,0,0,0,0,545.1836,0,0,693.77,0,0,0,0,288.02,45.72,0,0,0,0,41.15,0,0,0,4992.39,4998.93,4998.93,128371.12,128594.05,128596.15
0,0,0,0,516.9,97.64,0,0,0,0,252.71,360.69,0,1.33,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,697.29,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,0,0,0,0,517.99,97.84,0,0,0,0,253.24,361.44,0,0,0,0,0,0,0,21.87,234.82,55.25,0,0,178.42,184.17,0,450.08,451.23,594.43,0,0,0,0,0,0,549.07,0,0,698.71,0,0,0,0,290.08,46.04,0,0,0,0,41.44,0,0,0,0,0,0,0,516.9,108.081658,0,0,0,0,252.71,360.69,0,0,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,697.29,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,5017.02,5026.13,5026.13,129149.2,129450.29,129456.58
0,0,0,0,516.9,97.64,0,0,0,0,252.71,360.69,0,1.33,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,697.29,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,0,0,0,0,517.31,97.71,0,0,0,0,252.91,360.97,0,0,0,0,0,0,0,21.84,234.51,55.18,0,0,178.18,183.93,0,449.49,450.63,593.64,0,0,0,0,0,0,548.35,0,0,697.79,0,0,0,0,289.69,45.98,0,0,0,0,41.38,0,0,0,0,0,0,0,516.9,101.471658,0,0,0,0,252.71,360.69,0,0,0,0,0,0,0,21.83,234.33,55.14,0,0,178.05,183.79,0,449.14,450.29,593.18,0,0,0,0,0,0,547.93,0,0,697.29,0,0,0,0,289.48,45.95,0,0,0,0,41.35,0,0,0,5017.02,5019.52,5019.52,129149.2,129242.06,129242.9
0,0,0,0,519.41,98.11,0,0,0,0,253.93,362.43,0,0,0,0,0,0,0,21.93,235.47,55.4,0,0,178.91,184.68,0,451.3,452.46,596.04,0,0,0,0,0,0,550.57,0,0,700.65,0,0,0,0,290.87,46.17,0,0,0,0,41.55,0,0,0,0,0,0,0,519.41,98.11,0,0,0,0,253.94,362.44,0,0,0,0,0,0,0,21.93,235.47,55.4,0,0,178.91,184.68,0,451.31,452.47,596.06,0,0,0,0,0,0,550.58,0,0,700.63,0,0,0,0,290.87,46.17,0,0,0,0,41.55,0,0,0,0,0,0,0,519.41,98.11,0,0,0,0,253.93,362.43,0,0,0,0,0,0,0,21.93,235.47,55.452583,0,0,178.91,184.68,0,451.3,452.46,596.04,0,0,0,0,0,0,550.57,0,0,700.65,0,0,0,0,290.87,46.17,0,0,0,0,41.55,0,0,0,5039.88,5039.93,5039.93,129883.77,129885.36,129885.36
0,0,0,0,518.48,97.94,0,0,0,0,253.47,361.78,0,1.37,0,0,0,0,0,21.89,235.04,55.3,0,0,178.59,184.35,0,450.49,451.67,594.97,0,0,0,0,0,0,549.58,0,0,699.38,0,0,0,0,290.35,46.09,0,0,0,0,41.48,0,0,0,0,0,0,0,519.28,98.09,0,0,0,0,253.87,362.34,0,0,0,0,0,0,0,21.93,235.41,55.39,0,0,178.86,184.63,0,451.2,452.35,595.91,0,0,0,0,0,0,550.44,0,0,700.45,0,0,0,0,290.8,46.16,0,0,0,0,41.54,0,0,0,0,0,0,0,518.48,97.94,0,0,0,0,253.47,361.78,0,0,0,0,0,0,0,21.89,235.04,55.3,0,0,178.59,184.35,0,450.49,451.67,594.97,0,0,0,0,0,0,549.58,0,0,699.38,0,0,0,0,290.35,53.896058,0,0,0,0,41.48,0,0,0,5032.21,5038.65,5038.65,129627.5,129844.99,129852.54
0,0,0,0,521.13,98.43,0,0,0,0,254.77,363.63,0,0,0,0,0,0,0,22,236.24,55.59,0,0,179.5,185.29,0,452.8,453.94,598.03,0,0,0,0,0,0,552.38,0,0,702.93,0,0,0,0,291.83,46.32,0,0,0,0,41.69,0,0,0,0,0,0,0,520.68,98.35,0,0,0,0,254.56,363.32,0,0,0,0,0,0,0,21.98,236.04,55.54,0,0,179.35,185.13,0,452.42,453.57,597.51,0,0,0,0,0,0,551.92,0,0,702.34,0,0,0,0,291.58,46.28,0,0,0,0,41.65,0,0,0,0,0,0,0,521.13,98.43,0,0,0,0,254.77,363.63,0,0,0,0,0,0,0,20,236.24,55.59,0,0,179.5,185.29,0,452.8,453.94,595.765194,0,0,0,0,0,0,552.38,0,0,702.93,0,0,0,0,291.83,46.32,0,0,0,0,41.69,0,0,0,5056.5,5052.23,5052.23,130408.3,130273.51,130274.59
0,0,0,0,521.13,98.43,0,0,0,0,254.77,363.63,0,0,0,0,0,0,0,22,236.24,55.59,0,0,179.5,185.29,0,452.8,453.94,598.03,0,0,0,0,0,0,552.38,0,0,702.93,0,0,0,0,291.83,46.32,0,0,0,0,41.69,0,0,0,0,0,0,0,520.31,98.28,0,0,0,0,254.38,363.06,0,0,0,0,0,0,0,21.97,235.88,55.5,0,0,179.22,185,0,452.1,453.25,597.09,0,0,0,0,0,0,551.53,0,0,701.84,0,0,0,0,291.38,46.25,0,0,0,0,41.63,0,0,0,0,0,0,0,521.13,98.43,0,0,0,0,254.77,363.63,0,0,0,0,0,0,0,20,236.24,55.59,0,0,179.5,185.29,0,452.8,453.94,592.195194,0,0,0,0,0,0,552.38,0,0,702.93,0,0,0,0,291.83,46.32,0,0,0,0,41.69,0,0,0,5056.5,5048.66,5048.66,130408.3,130160.82,130162.13
